file,kind,line,snippet
archive/DT2.R,direct_input,107,    info <- input$tbl_cell_edit
archive/qic_test.R,qic_calls,6,"qicharts2::qic(data = dat, x = Dato, y = Tæller, n = Nævner, chart = ""run"", print.summary = TRUE)"
archive/qic_test.R,qic_calls,7,"qic_output <- qicharts2::qic(data = dat, x = Dato, y = Tæller, n = Nævner, chart = ""run"", print.summary = TRUE, return.data = TRUE)"
archive/qic_test.R,qic_calls,9,"qicharts2::qic(data = dat, x = Dato, y = Tæller, n = Nævner, chart = ""p"", print.summary = TRUE)"
archive/server_legacy.R,parallel_state,64,          values$current_data <- test_data
archive/server_legacy.R,parallel_state,65,          values$original_data <- test_data
archive/server_legacy.R,parallel_state,66,          values$file_uploaded <- TRUE
archive/server_legacy.R,parallel_state,67,          values$auto_detect_done <- FALSE # Will trigger auto-detect
archive/server_legacy.R,parallel_state,68,          values$initial_auto_detect_completed <- FALSE # Reset for new data
archive/server_legacy.R,parallel_state,72,            values$auto_detect_trigger <- Sys.time()
archive/server_legacy.R,parallel_state,74,          values$hide_anhoej_rules <- FALSE # Show Anhøj rules for real data
archive/server_legacy.R,loose_observers,130,  observe({
archive/server_legacy.R,loose_observers,137,  # observe({
archive/server_legacy.R,triggers,67,          values$auto_detect_done <- FALSE # Will trigger auto-detect
archive/server_legacy.R,triggers,72,            values$auto_detect_trigger <- Sys.time()
archive/visualization_module_server_backup.R,parallel_state,70,    values <- reactiveValues(
archive/visualization_module_server_backup.R,parallel_state,125,      values$is_computing <- FALSE
archive/visualization_module_server_backup.R,parallel_state,129,        values$plot_ready <- FALSE
archive/visualization_module_server_backup.R,parallel_state,130,        values$plot_warnings <- character(0)
archive/visualization_module_server_backup.R,parallel_state,131,        values$anhoej_results <- NULL  # CLEAR Anhøj results when no data
archive/visualization_module_server_backup.R,parallel_state,140,        values$is_computing <- FALSE
archive/visualization_module_server_backup.R,parallel_state,143,      values$is_computing <- TRUE
archive/visualization_module_server_backup.R,parallel_state,144,      values$plot_ready <- FALSE
archive/visualization_module_server_backup.R,parallel_state,152,        values$plot_warnings <- validation$warnings
archive/visualization_module_server_backup.R,parallel_state,153,        values$plot_ready <- FALSE
archive/visualization_module_server_backup.R,parallel_state,154,        values$anhoej_results <- NULL  # CLEAR Anhøj results when validation fails
archive/visualization_module_server_backup.R,parallel_state,158,      values$plot_warnings <- character(0)
archive/visualization_module_server_backup.R,parallel_state,178,        values$plot_object <- plot
archive/visualization_module_server_backup.R,parallel_state,179,        values$plot_ready <- TRUE
archive/visualization_module_server_backup.R,parallel_state,184,          values$anhoej_results <- list(
archive/visualization_module_server_backup.R,parallel_state,196,          values$anhoej_results <- NULL
archive/visualization_module_server_backup.R,parallel_state,203,"        values$plot_warnings <- c(""Graf-generering fejlede:"", e$message)"
archive/visualization_module_server_backup.R,parallel_state,204,        values$plot_ready <- FALSE
archive/visualization_module_server_backup.R,parallel_state,205,        values$anhoej_results <- NULL  # CLEAR Anhøj results on error
archive/visualization_module_server_backup.R,parallel_state,249,        if (length(values$plot_warnings) > 0) {
archive/visualization_module_server_backup.R,parallel_state,250,"          warning_details <- paste(values$plot_warnings, collapse = "" • "")"
archive/visualization_module_server_backup.R,parallel_state,253,"          if (any(grepl(""datapunkter"", values$plot_warnings, ignore.case = TRUE)) ||"
archive/visualization_module_server_backup.R,parallel_state,254,"              any(grepl(""points"", values$plot_warnings, ignore.case = TRUE))) {"
archive/visualization_module_server_backup.R,parallel_state,259,"          if (any(grepl(""kolonne|column|påkrævet|required"", values$plot_warnings, ignore.case = TRUE))) {"
archive/visualization_module_server_backup.R,parallel_state,292,      values$plot_ready
archive/visualization_module_server_backup.R,parallel_state,301,      if (length(values$plot_warnings) > 0) {
archive/visualization_module_server_backup.R,parallel_state,307,"            lapply(values$plot_warnings, function(warn) tags$li(warn))"
archive/visualization_module_server_backup.R,parallel_state,310,      } else if (values$plot_ready && !is.null(data_reactive())) {
archive/visualization_module_server_backup.R,parallel_state,329,      if (values$plot_ready && !is.null(data)) {
archive/visualization_module_server_backup.R,parallel_state,426,      anhoej <- values$anhoej_results
archive/visualization_module_server_backup.R,parallel_state,471,        } else if (!(values$plot_ready %||% FALSE)) {
archive/visualization_module_server_backup.R,parallel_state,599,"        plot = reactive(values$plot_object),"
archive/visualization_module_server_backup.R,parallel_state,600,"        plot_ready = reactive(values$plot_ready),"
archive/visualization_module_server_backup.R,parallel_state,601,"        anhoej_results = reactive(values$anhoej_results),"
archive/visualization_module_server_backup.R,session_couple,67,    ns <- session$ns
docs/debug_user_scenarios.R,parallel_state,36,"cat(""EXPECTED: Ingen state desync mellem values$ og app_state\n\n"")"
docs/debug_user_scenarios.R,triggers,32,"cat(""2. Reload browser (trigger session restore)\n"")"
docs/debug_user_scenarios.R,triggers,51,"cat(""1. Upload fil og trigger auto-detect\n"")"
global.R,parallel_state,62,    if (!is.null(values$current_data) && !is.null(app_state$data$current_data)) {
global.R,parallel_state,63,"      if (!identical(values$current_data, app_state$data$current_data)) {"
global.R,parallel_state,71,    if (!is.null(values$file_uploaded) && !is.null(app_state$session$file_uploaded)) {
global.R,parallel_state,72,      if (values$file_uploaded != app_state$session$file_uploaded) {
global.R,parallel_state,558,  app_state$events <- reactiveValues(
global.R,parallel_state,581,  app_state$data <- reactiveValues(
global.R,parallel_state,592,  app_state$columns <- reactiveValues(
global.R,parallel_state,610,  app_state$session <- reactiveValues(
global.R,parallel_state,620,  app_state$ui <- reactiveValues(
global.R,parallel_state,625,  app_state$visualization <- reactiveValues(
global.R,loose_observers,648,"#' app_state$events, triggering any observeEvent() listeners."
global.R,loose_observers,655,"#' emit$data_loaded()  # Triggers observeEvent(app_state$events$data_loaded, ...)"
global.R,triggers,556,  # REACTIVE EVENT BUS: Central event system for all triggers
global.R,triggers,640,#' to trigger specific events throughout the application.
global.R,triggers,648,"#' app_state$events, triggering any observeEvent() listeners."
global.R,session_couple,71,    if (!is.null(values$file_uploaded) && !is.null(app_state$session$file_uploaded)) {
global.R,session_couple,72,      if (values$file_uploaded != app_state$session$file_uploaded) {
global.R,isolate_usage,44,      is_reactive_context <- isolate({ TRUE })
global.R,isolate_usage,649,#' Using isolate() ensures the emit functions don't create
global.R,isolate_usage,661,      isolate({
global.R,isolate_usage,668,      isolate({
global.R,isolate_usage,676,      isolate({
global.R,isolate_usage,683,      isolate({
global.R,isolate_usage,690,      isolate({
global.R,isolate_usage,698,      isolate({
global.R,isolate_usage,705,      isolate({
global.R,isolate_usage,713,      isolate({
global.R,isolate_usage,721,      isolate({
global.R,isolate_usage,728,      isolate({
R/app_server.R,loose_observers,200,    observe({
R/app_server.R,loose_observers,217,  observe({
R/app_server.R,triggers,178,  ## Hjælpe observers (IMPORTANT: Must be set up before visualization for navigation_trigger)
R/app_server.R,triggers,179,"  navigation_trigger <- setup_helper_observers(input, output, session, values, obs_manager, app_state)"
R/app_server.R,triggers,182,  # PHASE 4: Pass centralized state to column management and get autodetect trigger
R/app_server.R,triggers,183,"  autodetect_trigger <- setup_column_management(input, output, session, values, app_state)"
R/app_server.R,triggers,184,"  cat(""DEBUG: [APP_SERVER] Received autodetect_trigger from column management\n"")"
R/app_server.R,triggers,187,"  visualization <- setup_visualization(input, output, session, values, app_state, navigation_trigger)"
R/app_server.R,triggers,210,      # Unified state: Use centralized state for reactive triggers
R/app_server.R,session_couple,14,"  session_debugger <- debug_session_lifecycle(session$token, session)"
R/app_server.R,session_couple,19,"  log_debug(paste(""Session ID:"", session$token), ""APP_SERVER"")"
R/app_server.R,session_couple,22,"            level = ""INFO"", session_id = session$token)"
R/app_server.R,session_couple,38,"  debug_log(""Creating reactive values"", ""SESSION_LIFECYCLE"", level = ""TRACE"", session_id = session$token)"
R/app_server.R,session_couple,45,"  debug_log(""Creating centralized app_state"", ""SESSION_LIFECYCLE"", level = ""TRACE"", session_id = session$token)"
R/app_server.R,session_couple,56,"  initial_snapshot <- debug_state_snapshot(""app_initialization"", app_state, session_id = session$token)"
R/app_server.R,session_couple,72,            session_id = session$token)
R/app_server.R,session_couple,76,"    autoload_tracer <- debug_workflow_tracer(""test_mode_auto_load"", app_state, session$token)"
R/app_server.R,session_couple,120,          app_state$session$file_uploaded <- TRUE
R/app_server.R,session_couple,122,          app_state$session$user_started_session <- TRUE
R/app_server.R,session_couple,132,"          debug_state_snapshot(""after_test_data_autoload"", app_state, session_id = session$token)"
R/app_server.R,session_couple,193,"  debug_log(""All server components setup completed"", ""SESSION_LIFECYCLE"", level = ""INFO"", session_id = session$token)"
R/app_server.R,session_couple,226,  session$onSessionEnded(function() {
R/app_server.R,session_couple,228,"    debug_log(""Session cleanup initiated"", ""SESSION_LIFECYCLE"", level = ""INFO"", session_id = session$token)"
R/app_server.R,session_couple,248,              session_id = session$token)
R/app_ui.R,triggers,64,"            console.log('Found saved session data, triggering auto-restore');"
R/fct_chart_helpers.R,qic_calls,160,  # Skift column validation handled by qicharts2::qic() internally
R/fct_data_processing.R,parallel_state,213,  trigger_needed_watcher <- reactiveVal(FALSE)
R/fct_data_processing.R,parallel_state,279,  ui_sync_trigger <- reactiveVal(NULL)
R/fct_data_processing.R,parallel_state,283,  autodetect_trigger <- reactiveVal(NULL)
R/fct_data_processing.R,parallel_state,670,"    cat(""DEBUG: [UI_SYNC_TRIGGER] Legacy values$ui_sync_needed assignment skipped (unified state only)\n"")"
R/fct_data_processing.R,parallel_state,734,    # PHASE 4: Legacy values$ access removed - now using unified state only
R/fct_data_processing.R,parallel_state,735,"    cat(""DEBUG: [AUTO_DETECT_FUNC] - Legacy values$current_data access skipped (unified state only)\n"")"
R/fct_data_processing.R,parallel_state,947,"  # NOTE: values$original_data bevares uændret, kun values$current_data modificeres"
R/fct_data_processing.R,parallel_state,1010,                # Legacy values$current_data assignment removed
R/fct_data_processing.R,parallel_state,1165,    # PHASE 4: Legacy values$auto_detected_columns assignment removed - now using unified state only
R/fct_data_processing.R,parallel_state,1166,"    cat(""DEBUG: [PHASE4] Skipping legacy values$auto_detected_columns assignment (unified state handles this)\n"")"
R/fct_data_processing.R,parallel_state,1613,  #   values$updating_table <- TRUE
R/fct_data_processing.R,parallel_state,1614,  #   values$table_operation_in_progress <- TRUE
R/fct_data_processing.R,parallel_state,1616,  #   values$current_data <- data.frame(
R/fct_data_processing.R,parallel_state,1623,  #   values$file_uploaded <- FALSE
R/fct_data_processing.R,parallel_state,1624,  #   values$original_data <- NULL
R/fct_data_processing.R,parallel_state,1625,  #   values$auto_detect_done <- FALSE
R/fct_data_processing.R,parallel_state,1631,  #   values$updating_table <- FALSE
R/fct_data_processing.R,parallel_state,1635,  #     values$table_operation_in_progress <- FALSE
R/fct_data_processing.R,loose_observers,50,  observe({
R/fct_data_processing.R,loose_observers,134,  observeEvent({
R/fct_data_processing.R,loose_observers,188,"    observeEvent(app_state$test_mode$auto_detect_ready,"
R/fct_data_processing.R,loose_observers,216,  observe({
R/fct_data_processing.R,loose_observers,229,"  observeEvent(trigger_needed_watcher(),"
R/fct_data_processing.R,loose_observers,250,"  observeEvent(autodetect_trigger(),"
R/fct_data_processing.R,loose_observers,288,  observe({
R/fct_data_processing.R,loose_observers,308,"  observeEvent(ui_sync_trigger(),"
R/fct_data_processing.R,loose_observers,381,"  observeEvent(input$auto_detect_columns, {"
R/fct_data_processing.R,loose_observers,467,"  observeEvent(input$edit_column_names, {"
R/fct_data_processing.R,loose_observers,472,"  observeEvent(input$confirm_column_names, {"
R/fct_data_processing.R,loose_observers,477,"  observeEvent(input$add_column, {"
R/fct_data_processing.R,loose_observers,481,"  observeEvent(input$confirm_add_col, {"
R/fct_data_processing.R,loose_observers,1396,"  app_data_reactive <- eventReactive(app_state$navigation_trigger(), {"
R/fct_data_processing.R,loose_observers,1466,"  observeEvent(input$main_data_table,"
R/fct_data_processing.R,loose_observers,1589,"  observeEvent(input$add_row, {"
R/fct_data_processing.R,loose_observers,1612,"  # observeEvent(input$reset_table, {"
R/fct_data_processing.R,direct_input,106,        current_x <- input$x_column
R/fct_data_processing.R,direct_input,107,        current_y <- input$y_column
R/fct_data_processing.R,direct_input,108,        current_n <- input$n_column
R/fct_data_processing.R,direct_input,109,        current_skift <- input$skift_column
R/fct_data_processing.R,direct_input,110,        current_frys <- input$frys_column
R/fct_data_processing.R,direct_input,111,        current_kommentar <- input$kommentar_column
R/fct_data_processing.R,direct_input,153,"      x_empty <- is.null(input$x_column) || input$x_column == """""
R/fct_data_processing.R,direct_input,154,"      y_empty <- is.null(input$y_column) || input$y_column == """""
R/fct_data_processing.R,direct_input,381,"  observeEvent(input$auto_detect_columns, {"
R/fct_data_processing.R,direct_input,401,"    if ((is.null(input$x_column) || input$x_column == """") ||"
R/fct_data_processing.R,direct_input,402,"      (is.null(input$y_column) || input$y_column == """")) {"
R/fct_data_processing.R,direct_input,406,"    chart_type <- get_qic_chart_type(if (is.null(input$chart_type)) ""Seriediagram (Run Chart)"" else input$chart_type)"
R/fct_data_processing.R,direct_input,410,"    if (!is.null(input$y_column) && input$y_column != """" && input$y_column %in% names(current_data_check)) {"
R/fct_data_processing.R,direct_input,411,      y_data <- current_data_check[[input$y_column]]
R/fct_data_processing.R,direct_input,415,"          warnings <- c(warnings, paste(""Y-kolonne '"", input$y_column, ""' er ikke numerisk""))"
R/fct_data_processing.R,direct_input,422,"      if (is.null(input$n_column) || input$n_column == """") {"
R/fct_data_processing.R,direct_input,424,      } else if (input$n_column %in% names(current_data_check)) {
R/fct_data_processing.R,direct_input,425,        n_data <- current_data_check[[input$n_column]]
R/fct_data_processing.R,direct_input,429,"            warnings <- c(warnings, paste(""Nævner-kolonne '"", input$n_column, ""' er ikke numerisk""))"
R/fct_data_processing.R,direct_input,436,"    selected_cols <- c(input$x_column, input$y_column, input$n_column)"
R/fct_data_processing.R,direct_input,467,"  observeEvent(input$edit_column_names, {"
R/fct_data_processing.R,direct_input,472,"  observeEvent(input$confirm_column_names, {"
R/fct_data_processing.R,direct_input,477,"  observeEvent(input$add_column, {"
R/fct_data_processing.R,direct_input,481,"  observeEvent(input$confirm_add_col, {"
R/fct_data_processing.R,direct_input,1363,"  req(input$new_col_name, current_data_check)"
R/fct_data_processing.R,direct_input,1365,  new_col_name <- input$new_col_name
R/fct_data_processing.R,direct_input,1366,  new_col_type <- input$new_col_type
R/fct_data_processing.R,direct_input,1466,"  observeEvent(input$main_data_table,"
R/fct_data_processing.R,direct_input,1497,          new_data <- input$main_data_table
R/fct_data_processing.R,direct_input,1589,"  observeEvent(input$add_row, {"
R/fct_data_processing.R,direct_input,1612,"  # observeEvent(input$reset_table, {"
R/fct_data_processing.R,triggers,24,#'   \item Auto-detektion trigger ved file upload
R/fct_data_processing.R,triggers,51,"    log_debug(""Column update observer triggered"", ""COLUMN_MGMT"")"
R/fct_data_processing.R,triggers,133,  # Auto-detekterings trigger flag - bruges kun til manuel triggering (ikke test mode)
R/fct_data_processing.R,triggers,139,"      cat(""DEBUG: [AUTO_DETECT] Manual auto-detect observer triggered\n"")"
R/fct_data_processing.R,triggers,166,        app_state$columns$auto_detect$trigger <- timestamp
R/fct_data_processing.R,triggers,167,"        cat(""DEBUG: [PHASE4] Synced auto_detect_trigger to centralized state\n"")"
R/fct_data_processing.R,triggers,175,  # Test mode auto-detect trigger (event-driven instead of later::later)
R/fct_data_processing.R,triggers,176,  # PHASE 4: Unified state observer for test mode auto-detect trigger
R/fct_data_processing.R,triggers,182,"      cat(""DEBUG: [TEST_MODE] Flag already set, triggering autodetection immediately\n"")"
R/fct_data_processing.R,triggers,184,      app_state$columns$auto_detect$trigger <- timestamp
R/fct_data_processing.R,triggers,185,"      cat(""DEBUG: [PHASE4] Immediate auto_detect_trigger set in centralized state\n"")"
R/fct_data_processing.R,triggers,190,"        cat(""DEBUG: [TEST_MODE] Test mode auto-detect observer triggered\n"")"
R/fct_data_processing.R,triggers,195,"          cat(""DEBUG: [TEST_MODE] ❌ auto_detect_ready is NULL, skipping trigger\n"")"
R/fct_data_processing.R,triggers,199,"        cat(""DEBUG: [TEST_MODE] ✅ Event-driven auto-detect trigger fired!\n"")"
R/fct_data_processing.R,triggers,203,        app_state$columns$auto_detect$trigger <- timestamp
R/fct_data_processing.R,triggers,204,"        cat(""DEBUG: [PHASE4] Synced test mode auto_detect_trigger to centralized state:"", as.character(timestamp), ""\n"")"
R/fct_data_processing.R,triggers,211,  # REACTIVE FIX: Watch for trigger_needed and fire direct reactiveVal
R/fct_data_processing.R,triggers,212,  # Use a helper reactiveVal to bridge the nested state to direct trigger
R/fct_data_processing.R,triggers,213,  trigger_needed_watcher <- reactiveVal(FALSE)
R/fct_data_processing.R,triggers,217,    needed <- if (!is.null(app_state$columns$auto_detect$trigger_needed)) {
R/fct_data_processing.R,triggers,218,      app_state$columns$auto_detect$trigger_needed
R/fct_data_processing.R,triggers,222,    if (needed != trigger_needed_watcher()) {
R/fct_data_processing.R,triggers,223,"      cat(""DEBUG: [TRIGGER_WATCHER] trigger_needed changed to:"", needed, ""\n"")"
R/fct_data_processing.R,triggers,224,      trigger_needed_watcher(needed)
R/fct_data_processing.R,triggers,228,  # File upload auto-detect trigger conversion via watcher
R/fct_data_processing.R,triggers,229,"  observeEvent(trigger_needed_watcher(),"
R/fct_data_processing.R,triggers,231,"      cat(""DEBUG: [FILE_UPLOAD_TRIGGER] File upload auto-detect observer triggered\n"")"
R/fct_data_processing.R,triggers,232,      req(trigger_needed_watcher() == TRUE)
R/fct_data_processing.R,triggers,233,"      cat(""DEBUG: [FILE_UPLOAD_TRIGGER] ✅ Converting trigger_needed to direct autodetect_trigger!\n"")"
R/fct_data_processing.R,triggers,236,      # Fire the direct reactiveVal trigger
R/fct_data_processing.R,triggers,237,      autodetect_trigger(timestamp)
R/fct_data_processing.R,triggers,238,"      cat(""DEBUG: [FILE_UPLOAD_TRIGGER] ✅ Direct autodetect_trigger fired!\n"")"
R/fct_data_processing.R,triggers,240,      # Reset the trigger_needed flag
R/fct_data_processing.R,triggers,241,      app_state$columns$auto_detect$trigger_needed <- FALSE
R/fct_data_processing.R,triggers,242,      trigger_needed_watcher(FALSE)
R/fct_data_processing.R,triggers,243,"      cat(""DEBUG: [FILE_UPLOAD_TRIGGER] Reset trigger_needed flag\n"")"
R/fct_data_processing.R,triggers,249,  # REACTIVE FIX: Direct autodetection trigger execution
R/fct_data_processing.R,triggers,250,"  observeEvent(autodetect_trigger(),"
R/fct_data_processing.R,triggers,260,      # PHASE 4: Pass centralized state to auto-detect function with UI sync trigger
R/fct_data_processing.R,triggers,261,"      auto_detect_and_update_columns(input, session, values, app_state, ui_sync_trigger)"
R/fct_data_processing.R,triggers,274,  # PHASE 4: Legacy auto-detect observer removed - now using direct reactiveVal triggers
R/fct_data_processing.R,triggers,275,  # See autodetect_trigger implementation for new direct callback pattern
R/fct_data_processing.R,triggers,277,  # REACTIVE FIX: Create dedicated reactiveVal for UI sync trigger
R/fct_data_processing.R,triggers,278,"  cat(""DEBUG: [UI_SYNC_SETUP] Creating dedicated UI sync trigger reactiveVal\n"")"
R/fct_data_processing.R,triggers,279,  ui_sync_trigger <- reactiveVal(NULL)
R/fct_data_processing.R,triggers,281,  # REACTIVE FIX: Create dedicated reactiveVal for autodetection trigger
R/fct_data_processing.R,triggers,282,"  cat(""DEBUG: [AUTODETECT_SETUP] Creating dedicated autodetection trigger reactiveVal\n"")"
R/fct_data_processing.R,triggers,283,  autodetect_trigger <- reactiveVal(NULL)
R/fct_data_processing.R,triggers,285,  # CRITICAL FIX: Bridge observer between app_state trigger and reactiveVal
R/fct_data_processing.R,triggers,287,"  cat(""DEBUG: [BRIDGE_SETUP] Creating bridge observer for app_state auto_detect trigger\n"")"
R/fct_data_processing.R,triggers,289,"    cat(""DEBUG: [BRIDGE] Bridge observer triggered\n"")"
R/fct_data_processing.R,triggers,291,      trigger_value <- app_state$columns$auto_detect$trigger
R/fct_data_processing.R,triggers,292,"      cat(""DEBUG: [BRIDGE] Checking trigger_value:"", if(is.null(trigger_value)) ""NULL"" else as.character(trigger_value), ""\n"")"
R/fct_data_processing.R,triggers,293,      if (!is.null(trigger_value)) {
R/fct_data_processing.R,triggers,294,"        cat(""DEBUG: [BRIDGE] app_state trigger detected:"", as.character(trigger_value), ""\n"")"
R/fct_data_processing.R,triggers,295,"        cat(""DEBUG: [BRIDGE] Firing autodetect_trigger reactiveVal\n"")"
R/fct_data_processing.R,triggers,296,        autodetect_trigger(trigger_value)
R/fct_data_processing.R,triggers,297,"        cat(""DEBUG: [BRIDGE] ✅ reactiveVal triggered successfully\n"")"
R/fct_data_processing.R,triggers,299,"        cat(""DEBUG: [BRIDGE] No trigger value available yet\n"")"
R/fct_data_processing.R,triggers,306,  # Reaktiv UI sync observer med direct reactiveVal trigger
R/fct_data_processing.R,triggers,307,"  cat(""DEBUG: [UI_SYNC_SETUP] Setting up UI sync observer for ui_sync_trigger\n"")"
R/fct_data_processing.R,triggers,308,"  observeEvent(ui_sync_trigger(),"
R/fct_data_processing.R,triggers,311,"      cat(""DEBUG: [UI_SYNC] UI sync observer triggered - CRITICAL for input field updates\n"")"
R/fct_data_processing.R,triggers,312,"      cat(""DEBUG: [UI_SYNC] 🔄 REACTIVE FIX: Direct trigger fired successfully!\n"")"
R/fct_data_processing.R,triggers,314,      sync_data <- ui_sync_trigger()
R/fct_data_processing.R,triggers,317,"      cat(""DEBUG: [UI_SYNC] Direct sync data received from reactiveVal trigger\n"")"
R/fct_data_processing.R,triggers,323,"      cat(""DEBUG: [UI_SYNC] 🔄 Auto-detect triggered selectize opdateringer\n"")"
R/fct_data_processing.R,triggers,386,"    auto_detect_and_update_columns(input, session, values, app_state, ui_sync_trigger)"
R/fct_data_processing.R,triggers,485,  # Return autodetect_trigger so it can be used by file upload
R/fct_data_processing.R,triggers,486,"  cat(""DEBUG: [COLUMN_MGMT] Returning autodetect_trigger for external use\n"")"
R/fct_data_processing.R,triggers,487,  return(autodetect_trigger)
R/fct_data_processing.R,triggers,546,"detect_columns_name_only <- function(col_names, input, session, values, app_state = NULL, ui_sync_trigger = NULL) {"
R/fct_data_processing.R,triggers,656,    # CRITICAL: Set debounce timestamp BEFORE triggering UI sync to prevent race condition
R/fct_data_processing.R,triggers,661,    if (!is.null(ui_sync_trigger)) {
R/fct_data_processing.R,triggers,663,      ui_sync_trigger(ui_sync_data)
R/fct_data_processing.R,triggers,664,"      cat(""DEBUG: [UI_SYNC_TRIGGER] ✅ Direct trigger fired successfully\n"")"
R/fct_data_processing.R,triggers,666,"      cat(""DEBUG: [UI_SYNC_TRIGGER] ⚠️ No ui_sync_trigger available - relying on nested observeEvent\n"")"
R/fct_data_processing.R,triggers,681,"auto_detect_and_update_columns <- function(input, session, values, app_state = NULL, ui_sync_trigger = NULL) {"
R/fct_data_processing.R,triggers,777,"    result <- detect_columns_name_only(col_names, input, session, values, app_state, ui_sync_trigger)"
R/fct_data_processing.R,triggers,949,  # Sikker dato-konvertering uden at trigger reaktive loops
R/fct_data_processing.R,triggers,1002,            # Apply conversion if successful (inside isolate to prevent reactive triggers)
R/fct_data_processing.R,triggers,1179,    # Trigger UI sync for visual feedback on Kolonnematch tab using reactive trigger
R/fct_data_processing.R,triggers,1186,    # Use reactive trigger with timestamp to force reactivity
R/fct_data_processing.R,triggers,1196,      timestamp = as.numeric(Sys.time())  # Force reactivity trigger
R/fct_data_processing.R,triggers,1202,    # CRITICAL: Set debounce timestamp BEFORE triggering UI sync to prevent race condition
R/fct_data_processing.R,triggers,1207,    if (!is.null(ui_sync_trigger)) {
R/fct_data_processing.R,triggers,1209,      ui_sync_trigger(sync_data)
R/fct_data_processing.R,triggers,1210,"      cat(""DEBUG: [UI_SYNC_TRIGGER] ✅ FULL MODE: Direct trigger fired successfully\n"")"
R/fct_data_processing.R,triggers,1212,"      cat(""DEBUG: [UI_SYNC_TRIGGER] ⚠️ FULL MODE: No ui_sync_trigger available - relying on nested observeEvent\n"")"
